distance_km,weight_kg,category_encoded,luggage_type,speed_pattern,traffic_factor,cost
193.52465823520762,47.58500101408589,2,express,68.98455001363845,1.0968501579464869,4813.748980592545
235.03195706327492,17.35172194581207,2,express,31.02922471479012,1.4699098521619942,6055.0611454137725
417.8968939922066,11.404616423235531,0,normal,60.87407548138583,1.111653160488281,4905.924129190946
32.86617497467156,48.714020423231496,2,express,52.8034992108518,1.2851759613930136,2620.22193283337
107.84015325759627,26.19748748226697,0,normal,32.32252063599989,1.1075448519014384,1818.0480791548255
57.859335863128095,34.527418299095686,2,express,64.16317594127291,1.109996657782621,2215.313154614306
418.26550675072053,9.494868021880832,0,normal,42.93899908000085,1.162522284353982,5145.493023109759
277.888036878207,10.057868320750824,2,express,72.11423872974993,0.9497541333697657,4277.4928924271
203.62361564088906,46.40628442389592,2,express,76.09371175115584,0.5884925020519195,2640.7123094236154
142.961025569209,41.608137948444536,1,fragile,78.26276536320691,1.1070342476866846,3039.388395858379
145.23959919104624,15.517401779500037,0,normal,33.727532183988544,1.4868869366005173,2681.806973884928
12.705837390565176,40.95760999428688,0,normal,65.5670976374325,1.2901755405312056,1297.5200413010257
306.9203876426956,46.3887430471541,1,fragile,35.79345297625649,1.3631034258755936,6589.577631834789
41.143591640151584,16.23813376406745,0,normal,66.4803089169032,1.1375574713552132,916.339021453486
444.7342438624,24.138531332935514,0,normal,78.58560476945519,1.3489138242660839,6699.0681033497485
135.47347815304875,2.9812458873831362,2,express,51.37705091792748,0.5254191267440952,1169.788055404036
62.86679922671918,2.540030098649978,2,express,53.768511159105586,1.0632755719763836,1147.798248643325
306.1645158461304,27.452213473781985,0,normal,41.43990827458112,0.576979909828793,2120.6231174380923
151.97821192774634,8.899843075446217,1,fragile,61.21770240668966,0.795633685837714,1666.6050563352846
117.03581423624846,21.408987445647945,1,fragile,56.96711209578254,1.3074401551640626,2567.330634741249
449.08473696251167,16.58217027362133,0,normal,43.60661246923176,1.1476901205413623,5574.703425917154
271.70381549396654,24.756668596590178,0,normal,35.99326836668414,0.837615171403628,2722.3114982358497
472.0257549171344,16.836943669017007,0,normal,50.191808552902046,0.5648922471089816,2867.982344783637
351.1890936914963,35.90125890629766,0,normal,44.24202471887338,0.5368869473545328,2281.3813105621875
308.68652365014947,25.631272138214214,1,fragile,31.652536645027418,0.845071248026683,3729.565881332453
270.15794582539684,22.94137506408149,1,fragile,42.10276357557502,1.1721355474058786,4536.954416864066
383.1936115110716,12.644239655627583,2,express,70.15698781899479,0.9703006344460384,6017.120972748936
410.05161787749813,40.118911124243006,0,normal,46.039003248586795,0.6865185103998542,3404.592421043931
29.97981936183432,29.95375421622385,2,express,41.01205237827742,1.211149532438018,1713.1179383814836
57.12651003479617,47.085639959990594,2,express,76.83649943683673,0.6375209441459933,1516.577296428425
177.12251201462666,6.560202540788865,2,express,57.07239869137829,1.195784399345082,3489.5141892893375
491.26248823142345,26.3151586722797,0,normal,42.092614545022585,0.5931027678058992,3245.0491925679557
449.6357213971301,45.120484801003194,2,express,39.43535541706897,0.7788713525921819,6382.155734174375
429.5989030202653,20.820898228987314,0,normal,62.10158230771439,0.5841399649950488,2791.3464010549064
89.19806990636074,45.029155237826885,1,fragile,30.459852580831484,0.6014715428660321,1333.3962929351983
349.0286468694197,32.94610171562742,0,normal,38.79626263386727,0.5180753636155209,2151.1693742454213
252.00792043988295,9.762312751845112,2,express,66.04699621260647,0.8080607918523892,3364.5114266471
321.80298291108875,13.272629111673623,1,fragile,78.65052773762227,0.8930977246667604,3848.116026353564
447.1028120367855,31.92579267386588,1,fragile,47.50392038473379,1.1451033620305648,7106.855792836054
122.79078143836209,25.460475614352863,2,express,68.42770071531545,0.5436037717544338,1465.1123780481184
497.3297502906971,24.027281185556205,1,fragile,75.74321951102243,0.8701587002554444,5756.525130252906
482.1737887737339,42.79746331790064,2,express,45.284850964359094,0.690911031150346,5934.52677836078
141.55267987617685,24.77871383953947,1,fragile,57.840063122917506,1.436154774160781,3392.3351054919985
57.61648194767658,31.135354108259317,1,fragile,47.93233906480819,0.7541636490697388,1165.4832981216148
154.69238832527998,16.804987447691424,0,normal,36.83106657210144,1.2089109969101186,2300.8157668816025
215.69261965867548,13.554140236128445,0,normal,34.07970902001202,0.5051848627739868,1261.2069788291171
317.6682633248317,10.51942372209007,1,fragile,69.78963347180505,1.3900053418175662,5710.005332442101
56.05115052202581,29.335726908812525,1,fragile,46.4076333737366,0.6550416167277442,911.0640918018677
491.1020352721602,42.10774160139881,1,fragile,31.52501249695247,0.5373481887492144,3732.5521721076993
72.25965119942354,26.589919742685414,0,normal,43.577145790987096,1.4652518303907698,1933.0460367506946
234.059929190727,42.25913067558709,1,fragile,57.031756080505325,1.1374299014982066,4376.067261007358
399.6412354366648,14.270780311841637,1,fragile,33.922819067113295,0.5253507434154575,2734.6039336364724
481.6977231921833,41.963025905098085,0,normal,64.42499503826832,0.5581935955084436,3182.8758983133184
127.49580598712758,5.599791213983296,0,normal,63.009868835886564,0.7799338969459428,1137.3632141369696
477.8839875249651,37.15694891809266,2,express,51.78364493389455,1.2300393165618186,10282.360907780252
87.7367593448206,6.8880677424764665,0,normal,35.80363202534581,0.5460026420217527,569.7055652152073
29.957113136295366,42.917568616539356,0,normal,53.70869145436626,0.5978341606510015,657.3119893258224
94.86891625590744,22.25873081266068,2,express,32.402946209851685,1.4491457315913858,3118.065795271168
444.4733897760433,13.783787543743983,1,fragile,61.292995785711824,1.0031362585800876,5750.544574367064
89.83786926990055,4.457868622621062,2,express,77.21257985625837,1.3671989335550037,2145.9720661990245
321.8377627485455,40.24651543943759,1,fragile,58.668352083596666,0.6285003532339102,3081.714926703157
316.7104383497707,41.200915344792136,1,fragile,40.33421799383727,0.7739611273211338,3762.547391174583
115.14866865710333,19.485695078170817,0,normal,34.72214803779642,1.183006773416357,1878.2386286199992
423.98890237503275,2.1403248510554675,1,fragile,43.034726411795155,0.9960374542934062,5168.772401391974
349.5162757590503,18.06849361820667,2,express,73.87360067635265,1.2350710438038859,7224.673982252716
96.94537645206418,37.78012283040206,2,express,79.52525710003366,0.9126176769114265,2447.456620369497
192.28886203846375,39.04423507635784,2,express,76.53786628017824,1.3584127518430118,5642.198389771896
379.72600830149435,6.053069572960698,0,normal,56.71637367652817,0.9965611906830777,3945.8848161057076
200.9128622474097,15.584123550956233,2,express,49.46008393670816,0.5108376514802984,1823.132683705042
475.79750199940247,29.09845651804102,2,express,34.16422055976298,0.5917041472584811,4781.275599797475
305.1960536915483,28.131449564944237,0,normal,67.618726471884,1.2915790437258485,4719.124106937033
279.2691523386304,22.634994567295475,2,express,57.295788508249444,1.2058314838786945,5960.353738456568
484.6394525473261,34.71347049857692,1,fragile,60.91090316581305,0.6011226761227902,4037.709170835472
45.653873118454825,41.27114290522746,1,fragile,37.330241084601276,1.013326168692393,1609.5149774362794
124.28175548801863,29.483965444112332,0,normal,48.53210735334454,1.3127995672575026,2458.05651924484
50.91535118234769,39.0801988804444,1,fragile,65.254218214833,0.748724154430288,1231.831248410551
171.8237392193583,22.288140379925295,0,normal,30.567682238370953,0.9686606419941263,2151.06922611249
375.56199084005743,29.585069489760823,1,fragile,50.01114464360124,0.9777148908802277,5142.647197005911
50.61674762974357,26.890135943563248,0,normal,78.16112697203056,0.5121544746898163,561.6747839233193
496.5527500984572,4.616031672034544,2,express,64.77055615533237,0.5754345470897693,4428.518502881655
91.44556163553393,11.62364622273807,2,express,52.72705323838866,1.1275580800840634,2041.8560839448987
32.26872636731436,14.767196290019285,1,fragile,52.782837639285646,1.1201325978015366,901.6070541276889
145.91677966075503,10.217936826464305,1,fragile,49.41341919949361,0.7293947457049497,1483.8399955146015
137.37543279858872,23.20880149461272,2,express,56.80481831720602,0.8095276162863277,2265.7407470153603
408.75955965640486,34.551827455140085,0,normal,36.65925626118749,0.5762003795991631,2779.803900294811
294.7696843786049,46.03965103994242,1,fragile,76.63642416770065,1.3660638895004085,6436.466871284399
32.157148352032806,2.2919817503653483,0,normal,68.88011418676128,0.9803700818663547,396.90165554751
416.29046814619204,28.884991989121634,0,normal,53.434657989748516,0.9148195023376652,4411.262113382883
143.96946524604604,3.7623993358954286,1,fragile,64.5857198584456,1.034346275029463,1948.8218589400817
296.72327083948124,36.579921359520554,1,fragile,72.48236953387058,0.7473481017431977,3365.8837607594833
230.76662630194582,7.328811342423254,2,express,43.736589851295435,0.7072276490080565,2663.3232678401423
32.97926921769776,14.16495161924006,2,express,63.57865977963998,1.0203077009037933,1024.7245752089366
388.43601195046324,26.488011554487677,0,normal,57.595341938724275,1.0609379715353864,4731.1755064798635
75.66746194081396,2.41035113935361,2,express,69.23341319721547,1.1393613569742422,1480.4600808749449
404.4718870844873,45.254401875154684,1,fragile,47.52937794032985,1.089917686854633,6515.5884060664
453.0377603019367,18.06451788414172,1,fragile,52.545522370805216,1.4104712784032731,8323.312227616154
156.00013125555574,26.65651152473555,0,normal,77.47603118288211,0.6470734809290379,1386.4692224776586
136.5397502664896,23.497652055674806,1,fragile,61.040284221104564,0.8474134082254142,1933.1337045973885
112.47408762847195,29.40284678911518,2,express,33.7931664054332,0.6288797219106492,1670.2136616780526
99.12124135558096,17.937696882869297,2,express,73.71588024272086,1.0152360548642108,2113.146877295946
486.8240711423511,30.49483438150705,2,express,32.043430813323944,0.6689350630721645,5530.63742809555
53.464241540957254,6.9111576839294395,0,normal,47.79957421359931,1.3942172628959257,996.6511453111249
73.08671516682551,17.174876152197616,2,express,31.965606992054948,1.2994103989090426,2177.5222155706865
438.05352581232086,46.122747626058846,0,normal,30.129751219182328,1.3683011070355868,7328.782029390056
51.41333376353415,30.266626030516097,2,express,56.829532299366626,1.4240417591074332,2513.426876831305
270.32021944703166,36.30528700818178,1,fragile,31.834160144529896,0.7524369443440208,3125.944929840298
